user_id,country,channel,plan,device,signup_date,session_time,price,converted,step,revenue
37,Norway,Organic,Premium,Mobile,2024-01-01 00:36:00,15,300,0,signup,0
38,Norway,Paid,Basic,Desktop,2024-01-01 00:37:00,19,100,1,completed,100
39,Denmark,Paid,Premium,Desktop,2024-01-01 00:38:00,8,300,0,form_started,0
40,Norway,Paid,Premium,Tablet,2024-01-01 00:39:00,13,300,0,form_started,0
41,Denmark,Paid,Premium,Desktop,2024-01-01 00:40:00,10,300,0,form_started,0
42,Norway,Paid,Premium,Desktop,2024-01-01 00:41:00,2,300,0,signup,0
43,Norway,Organic,Basic,Desktop,2024-01-01 00:42:00,11,100,1,completed,100
44,Denmark,Organic,Pro,Mobile,2024-01-01 00:43:00,19,500,1,completed,500
45,Denmark,Direct,Pro,Mobile,2024-01-01 00:44:00,9,500,0,signup,0
46,Norway,Direct,Basic,Desktop,2024-01-01 00:45:00,9,100,0,signup,0
47,Sweden,Direct,Basic,Desktop,2024-01-01 00:46:00,6,100,0,form_started,0
48,Denmark,Direct,Pro,Desktop,2024-01-01 00:47:00,10,500,0,signup,0
49,Sweden,Organic,Pro,Desktop,2024-01-01 00:48:00,8,500,1,completed,500
50,Sweden,Organic,Basic,Mobile,2024-01-01 00:49:00,15,100,1,completed,100
51,Sweden,Organic,Premium,Tablet,2024-01-01 00:50:00,6,300,0,signup,0
52,Denmark,Paid,Basic,Desktop,2024-01-01 00:51:00,7,100,0,form_started,0
53,Sweden,Paid,Pro,Mobile,2024-01-01 00:52:00,17,500,0,signup,0
54,Denmark,Direct,Premium,Desktop,2024-01-01 00:53:00,4,300,0,signup,0
55,Sweden,Paid,Pro,Tablet,2024-01-01 00:54:00,8,500,0,signup,0
56,Norway,Organic,Premium,Mobile,2024-01-01 00:55:00,13,300,0,form_started,0
57,Norway,Direct,Pro,Mobile,2024-01-01 00:56:00,14,500,0,signup,0
58,Denmark,Direct,Premium,Tablet,2024-01-01 00:57:00,18,300,0,signup,0
59,Norway,Paid,Basic,Tablet,2024-01-01 00:58:00,17,100,0,signup,0
60,Norway,Direct,Basic,Mobile,2024-01-01 00:59:00,18,100,1,completed,100
61,Sweden,Paid,Premium,Tablet,2024-01-01 01:00:00,14,300,1,completed,300
62,Denmark,Paid,Premium,Desktop,2024-01-01 01:01:00,11,300,0,form_started,0
63,Sweden,Direct,Basic,Tablet,2024-01-01 01:02:00,10,100,0,signup,0
64,Sweden,Paid,Basic,Tablet,2024-01-01 01:03:00,13,100,0,form_started,0
65,Sweden,Paid,Premium,Mobile,2024-01-01 01:04:00,16,300,1,completed,300
66,Sweden,Paid,Premium,Tablet,2024-01-01 01:05:00,14,300,1,completed,300
67,Sweden,Paid,Basic,Mobile,2024-01-01 01:06:00,3,100,1,completed,100
68,Sweden,Direct,Pro,Desktop,2024-01-01 01:07:00,18,500,1,completed,500
69,Sweden,Organic,Basic,Tablet,2024-01-01 01:08:00,6,100,0,signup,0
70,Denmark,Organic,Premium,Tablet,2024-01-01 01:09:00,3,300,0,form_started,0
71,Norway,Paid,Premium,Mobile,2024-01-01 01:10:00,19,300,0,signup,0
72,Sweden,Paid,Pro,Mobile,2024-01-01 01:11:00,3,500,0,signup,0
73,Sweden,Paid,Basic,Tablet,2024-01-01 01:12:00,12,100,0,form_started,0
74,Sweden,Organic,Premium,Mobile,2024-01-01 01:13:00,8,300,1,completed,300
75,Sweden,Paid,Basic,Tablet,2024-01-01 01:14:00,5,100,1,completed,100
76,Sweden,Direct,Premium,Desktop,2024-01-01 01:15:00,17,300,0,form_started,0
77,Sweden,Direct,Pro,Tablet,2024-01-01 01:16:00,10,500,1,completed,500
78,Norway,Direct,Basic,Desktop,2024-01-01 01:17:00,17,100,0,signup,0
79,Norway,Organic,Basic,Desktop,2024-01-01 01:18:00,9,100,1,completed,100
80,Sweden,Paid,Pro,Mobile,2024-01-01 01:19:00,13,500,1,completed,500
81,Norway,Paid,Premium,Mobile,2024-01-01 01:20:00,10,300,0,signup,0
82,Denmark,Paid,Premium,Mobile,2024-01-01 01:21:00,8,300,0,signup,0
83,Sweden,Organic,Basic,Mobile,2024-01-01 01:22:00,7,100,0,signup,0
84,Denmark,Organic,Pro,Tablet,2024-01-01 01:23:00,2,500,1,completed,500
85,Denmark,Organic,Basic,Desktop,2024-01-01 01:24:00,2,100,0,signup,0
86,Sweden,Organic,Basic,Tablet,2024-01-01 01:25:00,4,100,1,completed,100
87,Norway,Direct,Premium,Desktop,2024-01-01 01:26:00,9,300,0,signup,0
88,Denmark,Organic,Premium,Desktop,2024-01-01 01:27:00,14,300,1,completed,300
89,Sweden,Organic,Premium,Desktop,2024-01-01 01:28:00,11,300,1,completed,300
90,Denmark,Organic,Premium,Tablet,2024-01-01 01:29:00,7,300,1,completed,300
91,Denmark,Paid,Premium,Mobile,2024-01-01 01:30:00,19,300,0,form_started,0
92,Denmark,Paid,Pro,Tablet,2024-01-01 01:31:00,4,500,0,form_started,0
93,Denmark,Paid,Basic,Desktop,2024-01-01 01:32:00,2,100,0,form_started,0
94,Norway,Direct,Pro,Tablet,2024-01-01 01:33:00,19,500,0,form_started,0
95,Denmark,Direct,Basic,Desktop,2024-01-01 01:34:00,18,100,0,signup,0
96,Denmark,Organic,Premium,Mobile,2024-01-01 01:35:00,7,300,0,form_started,0
97,Denmark,Paid,Pro,Mobile,2024-01-01 01:36:00,11,500,1,completed,500
98,Norway,Direct,Basic,Tablet,2024-01-01 01:37:00,10,100,0,form_started,0
99,Denmark,Paid,Premium,Mobile,2024-01-01 01:38:00,11,300,1,completed,300
100,Denmark,Direct,Premium,Desktop,2024-01-01 01:39:00,9,300,0,form_started,0
101,Norway,Direct,Pro,Desktop,2024-01-01 01:40:00,3,500,0,form_started,0
102,Norway,Organic,Pro,Mobile,2024-01-01 01:41:00,5,500,0,signup,0
103,Norway,Organic,Pro,Mobile,2024-01-01 01:42:00,1,500,0,form_started,0
104,Denmark,Direct,Premium,Mobile,2024-01-01 01:43:00,1,300,0,form_started,0
105,Norway,Organic,Basic,Tablet,2024-01-01 01:44:00,5,100,0,signup,0
106,Norway,Direct,Basic,Tablet,2024-01-01 01:45:00,19,100,1,completed,100
107,Denmark,Direct,Pro,Desktop,2024-01-01 01:46:00,6,500,0,signup,0
108,Norway,Paid,Basic,Tablet,2024-01-01 01:47:00,3,100,0,form_started,0
109,Denmark,Organic,Premium,Tablet,2024-01-01 01:48:00,13,300,0,form_started,0
110,Sweden,Organic,Basic,Desktop,2024-01-01 01:49:00,17,100,1,completed,100
111,Norway,Organic,Premium,Desktop,2024-01-01 01:50:00,3,300,1,completed,300
112,Sweden,Paid,Pro,Mobile,2024-01-01 01:51:00,3,500,1,completed,500
113,Denmark,Paid,Basic,Mobile,2024-01-01 01:52:00,13,100,0,form_started,0
114,Norway,Paid,Premium,Tablet,2024-01-01 01:53:00,2,300,0,signup,0
115,Denmark,Organic,Pro,Desktop,2024-01-01 01:54:00,3,500,0,form_started,0
116,Sweden,Organic,Pro,Tablet,2024-01-01 01:55:00,16,500,1,completed,500
117,Denmark,Organic,Pro,Tablet,2024-01-01 01:56:00,12,500,0,signup,0
118,Norway,Paid,Pro,Desktop,2024-01-01 01:57:00,9,500,0,signup,0
119,Norway,Paid,Basic,Desktop,2024-01-01 01:58:00,16,100,0,form_started,0
120,Sweden,Direct,Premium,Desktop,2024-01-01 01:59:00,4,300,0,form_started,0
121,Denmark,Paid,Basic,Desktop,2024-01-01 02:00:00,18,100,0,signup,0
122,Norway,Direct,Premium,Tablet,2024-01-01 02:01:00,1,300,0,signup,0
123,Sweden,Organic,Pro,Tablet,2024-01-01 02:02:00,7,500,0,signup,0
124,Norway,Paid,Basic,Tablet,2024-01-01 02:03:00,12,100,1,completed,100
125,Norway,Organic,Pro,Desktop,2024-01-01 02:04:00,8,500,0,signup,0
126,Denmark,Organic,Premium,Mobile,2024-01-01 02:05:00,8,300,0,signup,0
127,Norway,Organic,Pro,Tablet,2024-01-01 02:06:00,9,500,0,signup,0
128,Denmark,Organic,Basic,Mobile,2024-01-01 02:07:00,14,100,1,completed,100
129,Norway,Paid,Basic,Mobile,2024-01-01 02:08:00,5,100,0,form_started,0
130,Sweden,Organic,Premium,Mobile,2024-01-01 02:09:00,2,300,0,form_started,0
131,Norway,Direct,Premium,Desktop,2024-01-01 02:10:00,10,300,0,form_started,0
132,Denmark,Paid,Basic,Desktop,2024-01-01 02:11:00,9,100,0,form_started,0
133,Denmark,Organic,Basic,Tablet,2024-01-01 02:12:00,7,100,0,signup,0
134,Sweden,Paid,Basic,Tablet,2024-01-01 02:13:00,18,100,0,signup,0
135,Norway,Direct,Basic,Desktop,2024-01-01 02:14:00,12,100,1,completed,100
136,Norway,Organic,Premium,Desktop,2024-01-01 02:15:00,11,300,1,completed,300
137,Sweden,Direct,Basic,Mobile,2024-01-01 02:16:00,10,100,1,completed,100
138,Norway,Organic,Premium,Desktop,2024-01-01 02:17:00,13,300,0,form_started,0
139,Norway,Direct,Basic,Desktop,2024-01-01 02:18:00,9,100,0,form_started,0
140,Denmark,Organic,Basic,Desktop,2024-01-01 02:19:00,16,100,1,completed,100
141,Norway,Paid,Pro,Desktop,2024-01-01 02:20:00,17,500,1,completed,500
142,Norway,Organic,Pro,Mobile,2024-01-01 02:21:00,5,500,0,form_started,0
143,Sweden,Paid,Basic,Tablet,2024-01-01 02:22:00,6,100,0,form_started,0
144,Sweden,Organic,Premium,Mobile,2024-01-01 02:23:00,10,300,1,completed,300
145,Denmark,Organic,Basic,Desktop,2024-01-01 02:24:00,11,100,0,form_started,0
146,Norway,Direct,Pro,Desktop,2024-01-01 02:25:00,2,500,1,completed,500
147,Norway,Direct,Basic,Tablet,2024-01-01 02:26:00,7,100,0,signup,0
148,Norway,Direct,Pro,Tablet,2024-01-01 02:27:00,14,500,0,signup,0
149,Denmark,Organic,Basic,Tablet,2024-01-01 02:28:00,4,100,0,form_started,0
150,Denmark,Organic,Basic,Mobile,2024-01-01 02:29:00,5,100,0,form_started,0
151,Sweden,Organic,Premium,Tablet,2024-01-01 02:30:00,19,300,0,form_started,0
152,Denmark,Paid,Pro,Desktop,2024-01-01 02:31:00,10,500,1,completed,500
153,Norway,Paid,Pro,Desktop,2024-01-01 02:32:00,6,500,1,completed,500
154,Norway,Organic,Pro,Desktop,2024-01-01 02:33:00,2,500,1,completed,500
155,Denmark,Direct,Premium,Mobile,2024-01-01 02:34:00,3,300,0,form_started,0
156,Norway,Direct,Basic,Tablet,2024-01-01 02:35:00,15,100,0,form_started,0
157,Norway,Direct,Premium,Tablet,2024-01-01 02:36:00,10,300,0,form_started,0
158,Denmark,Organic,Basic,Tablet,2024-01-01 02:37:00,17,100,1,completed,100
159,Denmark,Direct,Premium,Tablet,2024-01-01 02:38:00,7,300,0,form_started,0
160,Norway,Organic,Premium,Desktop,2024-01-01 02:39:00,2,300,0,form_started,0
161,Norway,Paid,Pro,Mobile,2024-01-01 02:40:00,7,500,1,completed,500
162,Norway,Direct,Premium,Tablet,2024-01-01 02:41:00,15,300,0,signup,0
163,Sweden,Paid,Basic,Desktop,2024-01-01 02:42:00,3,100,1,completed,100
164,Sweden,Direct,Premium,Desktop,2024-01-01 02:43:00,5,300,1,completed,300
165,Sweden,Organic,Premium,Mobile,2024-01-01 02:44:00,8,300,0,form_started,0
166,Denmark,Organic,Basic,Tablet,2024-01-01 02:45:00,4,100,0,form_started,0
167,Sweden,Organic,Pro,Mobile,2024-01-01 02:46:00,18,500,1,completed,500
168,Denmark,Organic,Basic,Tablet,2024-01-01 02:47:00,19,100,0,form_started,0
169,Denmark,Direct,Basic,Mobile,2024-01-01 02:48:00,8,100,0,signup,0
170,Sweden,Paid,Basic,Tablet,2024-01-01 02:49:00,6,100,0,form_started,0
171,Sweden,Organic,Premium,Tablet,2024-01-01 02:50:00,5,300,0,signup,0
172,Sweden,Direct,Premium,Mobile,2024-01-01 02:51:00,5,300,1,completed,300
173,Norway,Paid,Basic,Tablet,2024-01-01 02:52:00,17,100,1,completed,100
174,Sweden,Organic,Basic,Mobile,2024-01-01 02:53:00,6,100,1,completed,100
175,Norway,Paid,Pro,Mobile,2024-01-01 02:54:00,13,500,1,completed,500
176,Denmark,Organic,Premium,Tablet,2024-01-01 02:55:00,9,300,0,form_started,0
177,Norway,Paid,Premium,Tablet,2024-01-01 02:56:00,12,300,1,completed,300
178,Sweden,Paid,Premium,Mobile,2024-01-01 02:57:00,10,300,0,signup,0
179,Denmark,Organic,Premium,Desktop,2024-01-01 02:58:00,1,300,0,signup,0
180,Denmark,Direct,Basic,Mobile,2024-01-01 02:59:00,11,100,1,completed,100
181,Denmark,Paid,Basic,Desktop,2024-01-01 03:00:00,6,100,0,form_started,0
182,Norway,Organic,Pro,Desktop,2024-01-01 03:01:00,3,500,1,completed,500
183,Sweden,Paid,Premium,Mobile,2024-01-01 03:02:00,6,300,0,form_started,0
184,Denmark,Paid,Premium,Mobile,2024-01-01 03:03:00,9,300,1,completed,300
185,Denmark,Direct,Basic,Mobile,2024-01-01 03:04:00,8,100,0,form_started,0
186,Denmark,Paid,Pro,Desktop,2024-01-01 03:05:00,15,500,0,signup,0
187,Norway,Paid,Basic,Mobile,2024-01-01 03:06:00,6,100,0,signup,0
188,Norway,Organic,Premium,Mobile,2024-01-01 03:07:00,11,300,0,form_started,0
189,Sweden,Organic,Premium,Tablet,2024-01-01 03:08:00,10,300,0,signup,0
190,Norway,Direct,Pro,Tablet,2024-01-01 03:09:00,11,500,1,completed,500
191,Denmark,Paid,Basic,Tablet,2024-01-01 03:10:00,4,100,1,completed,100
192,Sweden,Paid,Premium,Mobile,2024-01-01 03:11:00,13,300,0,form_started,0
193,Denmark,Paid,Premium,Mobile,2024-01-01 03:12:00,8,300,0,signup,0
194,Denmark,Direct,Pro,Mobile,2024-01-01 03:13:00,15,500,0,form_started,0
195,Norway,Paid,Premium,Desktop,2024-01-01 03:14:00,7,300,0,form_started,0
196,Sweden,Organic,Premium,Desktop,2024-01-01 03:15:00,1,300,0,signup,0
197,Norway,Direct,Basic,Tablet,2024-01-01 03:16:00,9,100,0,signup,0
198,Norway,Organic,Pro,Desktop,2024-01-01 03:17:00,8,500,1,completed,500
199,Sweden,Organic,Pro,Desktop,2024-01-01 03:18:00,2,500,0,signup,0
200,Denmark,Direct,Pro,Desktop,2024-01-01 03:19:00,14,500,0,signup,0
201,Denmark,Organic,Basic,Tablet,2024-01-01 03:20:00,12,100,0,signup,0
202,Sweden,Paid,Pro,Tablet,2024-01-01 03:21:00,17,500,0,form_started,0
203,Denmark,Direct,Premium,Desktop,2024-01-01 03:22:00,19,300,1,completed,300
204,Sweden,Organic,Pro,Mobile,2024-01-01 03:23:00,6,500,0,form_started,0
205,Sweden,Paid,Premium,Tablet,2024-01-01 03:24:00,5,300,0,signup,0
206,Norway,Paid,Pro,Desktop,2024-01-01 03:25:00,6,500,0,signup,0
207,Sweden,Organic,Pro,Mobile,2024-01-01 03:26:00,3,500,1,completed,500
208,Norway,Paid,Basic,Mobile,2024-01-01 03:27:00,16,100,1,completed,100
209,Denmark,Direct,Pro,Tablet,2024-01-01 03:28:00,18,500,0,signup,0
210,Denmark,Organic,Pro,Mobile,2024-01-01 03:29:00,14,500,0,form_started,0
211,Denmark,Paid,Basic,Tablet,2024-01-01 03:30:00,15,100,0,form_started,0
212,Denmark,Paid,Premium,Desktop,2024-01-01 03:31:00,4,300,0,form_started,0
213,Norway,Organic,Pro,Tablet,2024-01-01 03:32:00,11,500,1,completed,500
214,Denmark,Organic,Pro,Mobile,2024-01-01 03:33:00,5,500,0,form_started,0
215,Sweden,Organic,Premium,Tablet,2024-01-01 03:34:00,9,300,1,completed,300
216,Sweden,Organic,Basic,Tablet,2024-01-01 03:35:00,5,100,0,form_started,0
217,Sweden,Direct,Pro,Desktop,2024-01-01 03:36:00,7,500,0,form_started,0
218,Norway,Organic,Basic,Mobile,2024-01-01 03:37:00,18,100,1,completed,100
219,Denmark,Direct,Premium,Tablet,2024-01-01 03:38:00,18,300,0,form_started,0
220,Denmark,Direct,Premium,Desktop,2024-01-01 03:39:00,2,300,0,signup,0
221,Denmark,Organic,Basic,Desktop,2024-01-01 03:40:00,13,100,1,completed,100
222,Norway,Direct,Premium,Desktop,2024-01-01 03:41:00,13,300,1,completed,300
223,Sweden,Organic,Premium,Desktop,2024-01-01 03:42:00,17,300,1,completed,300
224,Sweden,Organic,Pro,Desktop,2024-01-01 03:43:00,17,500,1,completed,500
225,Denmark,Paid,Basic,Tablet,2024-01-01 03:44:00,6,100,1,completed,100
226,Sweden,Organic,Pro,Tablet,2024-01-01 03:45:00,14,500,0,form_started,0
227,Sweden,Paid,Basic,Mobile,2024-01-01 03:46:00,14,100,1,completed,100
228,Norway,Direct,Pro,Tablet,2024-01-01 03:47:00,12,500,1,completed,500
229,Norway,Paid,Premium,Mobile,2024-01-01 03:48:00,5,300,0,form_started,0
230,Norway,Direct,Basic,Mobile,2024-01-01 03:49:00,5,100,0,form_started,0
231,Norway,Organic,Basic,Mobile,2024-01-01 03:50:00,4,100,0,form_started,0
232,Denmark,Direct,Basic,Tablet,2024-01-01 03:51:00,13,100,1,completed,100
233,Norway,Direct,Basic,Desktop,2024-01-01 03:52:00,4,100,0,signup,0
234,Sweden,Organic,Premium,Mobile,2024-01-01 03:53:00,18,300,1,completed,300
235,Denmark,Direct,Premium,Desktop,2024-01-01 03:54:00,16,300,0,signup,0
236,Sweden,Organic,Premium,Mobile,2024-01-01 03:55:00,18,300,0,signup,0
237,Sweden,Paid,Pro,Tablet,2024-01-01 03:56:00,2,500,0,signup,0
238,Sweden,Organic,Premium,Mobile,2024-01-01 03:57:00,4,300,0,form_started,0
239,Norway,Organic,Pro,Tablet,2024-01-01 03:58:00,17,500,0,signup,0
240,Norway,Direct,Pro,Desktop,2024-01-01 03:59:00,6,500,0,form_started,0
241,Denmark,Paid,Premium,Tablet,2024-01-01 04:00:00,18,300,0,signup,0
242,Denmark,Organic,Premium,Desktop,2024-01-01 04:01:00,7,300,0,signup,0
243,Norway,Paid,Premium,Tablet,2024-01-01 04:02:00,13,300,0,signup,0
244,Sweden,Paid,Pro,Mobile,2024-01-01 04:03:00,9,500,0,form_started,0
245,Denmark,Direct,Basic,Mobile,2024-01-01 04:04:00,2,100,1,completed,100
246,Norway,Organic,Premium,Tablet,2024-01-01 04:05:00,8,300,1,completed,300
247,Norway,Direct,Pro,Desktop,2024-01-01 04:06:00,14,500,1,completed,500
248,Norway,Organic,Pro,Desktop,2024-01-01 04:07:00,18,500,0,signup,0
249,Sweden,Paid,Premium,Desktop,2024-01-01 04:08:00,1,300,0,signup,0
250,Norway,Organic,Pro,Tablet,2024-01-01 04:09:00,9,500,0,signup,0
251,Norway,Organic,Premium,Tablet,2024-01-01 04:10:00,9,300,1,completed,300
252,Norway,Paid,Pro,Tablet,2024-01-01 04:11:00,2,500,0,form_started,0
253,Norway,Paid,Basic,Tablet,2024-01-01 04:12:00,16,100,1,completed,100
254,Denmark,Organic,Pro,Desktop,2024-01-01 04:13:00,4,500,0,form_started,0
255,Denmark,Direct,Premium,Desktop,2024-01-01 04:14:00,13,300,0,form_started,0
256,Norway,Organic,Basic,Tablet,2024-01-01 04:15:00,17,100,0,form_started,0
257,Sweden,Paid,Premium,Tablet,2024-01-01 04:16:00,11,300,1,completed,300
258,Denmark,Direct,Pro,Desktop,2024-01-01 04:17:00,2,500,0,form_started,0
259,Norway,Paid,Basic,Desktop,2024-01-01 04:18:00,4,100,0,signup,0
260,Denmark,Paid,Basic,Mobile,2024-01-01 04:19:00,12,100,1,completed,100
261,Denmark,Direct,Pro,Tablet,2024-01-01 04:20:00,2,500,1,completed,500
262,Sweden,Paid,Basic,Mobile,2024-01-01 04:21:00,1,100,0,form_started,0
263,Norway,Paid,Basic,Desktop,2024-01-01 04:22:00,6,100,0,signup,0
264,Norway,Paid,Basic,Desktop,2024-01-01 04:23:00,16,100,0,form_started,0
265,Sweden,Paid,Premium,Tablet,2024-01-01 04:24:00,2,300,0,signup,0
266,Sweden,Paid,Premium,Mobile,2024-01-01 04:25:00,14,300,1,completed,300
267,Norway,Paid,Basic,Desktop,2024-01-01 04:26:00,12,100,0,form_started,0
268,Norway,Paid,Pro,Mobile,2024-01-01 04:27:00,19,500,1,completed,500
269,Sweden,Paid,Pro,Mobile,2024-01-01 04:28:00,3,500,0,signup,0
270,Denmark,Paid,Premium,Mobile,2024-01-01 04:29:00,19,300,0,form_started,0
271,Denmark,Organic,Pro,Mobile,2024-01-01 04:30:00,11,500,1,completed,500
272,Sweden,Organic,Basic,Mobile,2024-01-01 04:31:00,4,100,0,form_started,0
273,Denmark,Paid,Pro,Tablet,2024-01-01 04:32:00,17,500,1,completed,500
274,Sweden,Organic,Premium,Tablet,2024-01-01 04:33:00,17,300,1,completed,300
275,Denmark,Direct,Premium,Mobile,2024-01-01 04:34:00,7,300,0,form_started,0
276,Denmark,Organic,Basic,Tablet,2024-01-01 04:35:00,5,100,0,signup,0
277,Norway,Paid,Premium,Desktop,2024-01-01 04:36:00,19,300,0,form_started,0
278,Norway,Paid,Premium,Mobile,2024-01-01 04:37:00,19,300,1,completed,300
279,Denmark,Organic,Premium,Tablet,2024-01-01 04:38:00,9,300,0,signup,0
280,Denmark,Paid,Pro,Tablet,2024-01-01 04:39:00,17,500,0,signup,0
281,Norway,Direct,Premium,Desktop,2024-01-01 04:40:00,9,300,0,form_started,0
282,Norway,Direct,Pro,Desktop,2024-01-01 04:41:00,14,500,0,signup,0
283,Norway,Paid,Premium,Desktop,2024-01-01 04:42:00,5,300,0,form_started,0
284,Sweden,Direct,Premium,Desktop,2024-01-01 04:43:00,2,300,0,signup,0
285,Denmark,Direct,Pro,Mobile,2024-01-01 04:44:00,15,500,1,completed,500
286,Norway,Organic,Pro,Tablet,2024-01-01 04:45:00,16,500,0,form_started,0
287,Denmark,Direct,Basic,Tablet,2024-01-01 04:46:00,19,100,0,signup,0
288,Sweden,Organic,Basic,Desktop,2024-01-01 04:47:00,1,100,1,completed,100
289,Sweden,Paid,Pro,Tablet,2024-01-01 04:48:00,12,500,1,completed,500
290,Norway,Organic,Premium,Tablet,2024-01-01 04:49:00,19,300,0,signup,0
291,Sweden,Paid,Basic,Tablet,2024-01-01 04:50:00,15,100,0,form_started,0
292,Denmark,Paid,Pro,Desktop,2024-01-01 04:51:00,5,500,0,form_started,0
293,Norway,Paid,Pro,Tablet,2024-01-01 04:52:00,1,500,0,signup,0
294,Denmark,Paid,Premium,Tablet,2024-01-01 04:53:00,11,300,1,completed,300
295,Denmark,Paid,Pro,Tablet,2024-01-01 04:54:00,9,500,0,signup,0
296,Sweden,Organic,Basic,Mobile,2024-01-01 04:55:00,7,100,1,completed,100
297,Sweden,Paid,Premium,Mobile,2024-01-01 04:56:00,2,300,0,form_started,0
298,Sweden,Direct,Pro,Tablet,2024-01-01 04:57:00,17,500,1,completed,500
299,Sweden,Direct,Pro,Tablet,2024-01-01 04:58:00,16,500,0,signup,0
300,Sweden,Paid,Premium,Tablet,2024-01-01 04:59:00,16,300,1,completed,300
301,Norway,Direct,Premium,Tablet,2024-01-01 05:00:00,14,300,0,signup,0
302,Denmark,Organic,Premium,Tablet,2024-01-01 05:01:00,2,300,1,completed,300
303,Denmark,Organic,Basic,Tablet,2024-01-01 05:02:00,19,100,0,signup,0
304,Denmark,Paid,Basic,Mobile,2024-01-01 05:03:00,3,100,0,signup,0
305,Denmark,Paid,Pro,Desktop,2024-01-01 05:04:00,8,500,1,completed,500
306,Sweden,Paid,Pro,Tablet,2024-01-01 05:05:00,19,500,0,signup,0
307,Denmark,Direct,Premium,Tablet,2024-01-01 05:06:00,16,300,0,form_started,0
308,Norway,Direct,Pro,Tablet,2024-01-01 05:07:00,4,500,1,completed,500
309,Norway,Organic,Pro,Desktop,2024-01-01 05:08:00,8,500,1,completed,500
310,Denmark,Direct,Premium,Tablet,2024-01-01 05:09:00,1,300,0,signup,0
311,Denmark,Organic,Basic,Tablet,2024-01-01 05:10:00,4,100,0,form_started,0
312,Norway,Direct,Basic,Desktop,2024-01-01 05:11:00,7,100,0,signup,0
313,Norway,Organic,Basic,Tablet,2024-01-01 05:12:00,1,100,1,completed,100
314,Sweden,Paid,Pro,Desktop,2024-01-01 05:13:00,18,500,0,form_started,0
315,Norway,Direct,Premium,Desktop,2024-01-01 05:14:00,4,300,1,completed,300
316,Sweden,Organic,Basic,Tablet,2024-01-01 05:15:00,14,100,0,form_started,0
